ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
44938707.0,7000.0,-,MERCEDES-BENZ,E 280,2016,Sedan,Yes,Petrol,2.8,653000 km,6,Manual,Rear,4-May,,Black,1.0
45018789.0,12544.0,475,CHEVROLET,Cruze sonic,2013,Sedan,Yes,Petrol,1.4 Turbo,476800 km,4,Automatic,Front,4-May,Left wheel,Orange,8.0
45047684.0,119172.0,-,LEXUS,RX 350 F sport,2016,Jeep,Yes,Petrol,3.5,52000 km,6,Tiptronic,4x4,4-May,Left wheel,Black,8.0
45656580.0,941.0,308,TOYOTA,Prius,2022,Hatchback,Yes,Hybrid,1.8,539400 km,4,Automatic,Front,4-May,Left wheel,White,12.0
45762580.0,2744.0,751,HYUNDAI,Sonata,2020,Sedan,Yes,Hybrid,2.4,618100 km,4,Automatic,Front,4-May,Left wheel,Silver,0.0
45810391.0,15872.0,531,CHEVROLET,Orlando,2009,Jeep,Yes,Diesel,1.6,372000 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45522905.0,3500.0,-,TOYOTA,Wish,2017,Minivan,No,Petrol,2,727100 km,4,Automatic,Front,4-May,Right-hand drive,White,4.0
45733211.0,9252.0,765,HYUNDAI,Sonata,2013,Sedan,Yes,LPG,2,592300 km,4,Automatic,Front,4-May,Left wheel,Orange,4.0
45798216.0,27924.0,880,HYUNDAI,Elantra,1999,Sedan,Yes,Petrol,1.6,278200 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45807491.0,19130.0,1714,MERCEDES-BENZ,GLE 350,2001,Jeep,Yes,Petrol,3.5,258300 km,6,Automatic,4x4,4-May,Left wheel,Silver,12.0
45773448.0,392.0,779,TOYOTA,Camry,2022,Sedan,Yes,Hybrid,2.5,560600,4,Automatic,Front,4-May,Left wheel,Silver,12.0
45668308.0,17876.0,-,TOYOTA,Prius,2006,Sedan,No,Hybrid,1.8,419300 km,4,Automatic,Front,4-May,Left wheel,Grey,1.0
45431370.0,20800.0,781,TOYOTA,RAV 4,2006,Jeep,No,Petrol,2.5,391800 km,4,Automatic,Front,4-May,Left wheel,White,6.0
45778719.0,12544.0,765,FORD,Focus,2008,Sedan,No,Petrol,2,533900 km,4,Automatic,Front,4-May,Left wheel,White,0.0
45773793.0,7840.0,-,HONDA,Odyssey,2015,Minivan,No,Petrol,2.4,595500 km,4,Tiptronic,Front,4-May,Right-hand drive,Silver,6.0
44154466.0,6500.0,1236,MAZDA,Demio,2019,Hatchback,No,Petrol,1.3,614300 km,4,Automatic,Front,4-May,Right-hand drive,Black,2.0
44872415.0,22894.0,781,TOYOTA,Camry,2003,Sedan,No,Petrol,2.5,291200 km,4,Tiptronic,Front,4-May,Left wheel,White,8.0
45774679.0,18817.0,-,TOYOTA,Prius,2008,Sedan,Yes,LPG,1.8,417300 km,4,Automatic,Front,4-May,Left wheel,White,6.0
45769956.0,9565.0,919,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3,447300 km,6,Automatic,Rear,4-May,Left wheel,Black,12.0
45642844.0,18817.0,609,TOYOTA,Camry,2007,Sedan,Yes,Hybrid,2.5,281600 km,4,Automatic,Front,4-May,Left wheel,White,12.0
44881895.0,17249.0,900,HYUNDAI,Sonata SE,2009,Sedan,No,Petrol,2.4,422859 km,4,Tiptronic,Front,4-May,Left wheel,Silver,12.0
45810146.0,20385.0,-,HYUNDAI,Veloster,2004,Hatchback,Yes,Petrol,1.6,329600 km,6,Automatic,Front,4-May,Left wheel,Black,0.0
45771494.0,1490.0,1360,LEXUS,GX 470,2022,Jeep,Yes,Petrol,4.6,607100 km,8,Automatic,4x4,4-May,Left wheel,Black,0.0
45729842.0,45633.0,640,SSANGYONG,REXTON,1990,Jeep,Yes,Diesel,2,0 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45683846.0,12544.0,-,FORD,Transit,2013,Goods wagon,No,Diesel,2.5 Turbo,663900 km,4,Manual,Rear,4-May,Left wheel,White,0.0
45649054.0,3607.0,781,TOYOTA,Camry,2017,Sedan,Yes,Hybrid,2.5,600300 km,4,Automatic,Front,4-May,Left wheel,White,12.0
45771131.0,2038.0,353,TOYOTA,Prius,2019,Jeep,Yes,Hybrid,1.8,556600 km,4,Automatic,Front,4-May,Left wheel,White,12.0
45758533.0,1333.0,777,NISSAN,Altima,2021,Sedan,Yes,Petrol,2.5,708700 km,4,Automatic,Front,4-May,Left wheel,Silver,12.0
45792716.0,3136.0,-,VOLKSWAGEN,Vento,2022,Sedan,No,Petrol,1.8,585700 km,4,Automatic,Front,4-May,Left wheel,Carnelian red,2.0
45809441.0,21893.0,503,TOYOTA,Aqua,2005,Hatchback,Yes,Petrol,1.5,284100 km,4,Automatic,Front,4-May,Left wheel,Black,4.0
45773176.0,549.0,639,SUBARU,Forester,2022,Jeep,Yes,Petrol,2,659800 km,4,Automatic,4x4,4-May,Left wheel,White,0.0
45808928.0,89103.0,1011,FORD,Explorer,2016,Jeep,Yes,Petrol,2.3,63992 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45808414.0,9095.0,1661,AUDI,A5,2016,Coupe,Yes,Petrol,2.0 Turbo,561600 km,4,Tiptronic,Rear,2-Mar,Right-hand drive,Black,8.0
45541993.0,10976.0,-,FORD,Transit Connect,2015,Goods wagon,No,Diesel,1.8,112825 km,4,Manual,Front,4-May,Left wheel,White,2.0
45688750.0,10976.0,-,TOYOTA,Prius,2015,Sedan,No,Hybrid,1.5,146957 km,4,Variator,Front,4-May,Left wheel,White,6.0
45760883.0,21639.0,-,CHEVROLET,Volt,2003,Hatchback,Yes,Petrol,1.4,435900 km,4,Automatic,Front,4-May,Left wheel,Red,8.0
45015384.0,6272.0,586,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.8,519200 km,4,Automatic,Front,4-May,Left wheel,White,12.0
45770337.0,32302.0,1604,MERCEDES-BENZ,E 350,1996,Sedan,Yes,Petrol,5.5,88200 km,8,Automatic,4x4,4-May,Left wheel,Grey,12.0
45764463.0,314.0,1172,MERCEDES-BENZ,E 350,2020,Sedan,Yes,Diesel,3.5,626150,6,Automatic,Rear,4-May,Left wheel,Silver,12.0
45642725.0,4077.0,640,FORD,Fusion,2020,Sedan,Yes,Hybrid,2,656395 km,4,Automatic,Front,4-May,Left wheel,White,0.0
45800278.0,21953.0,730,FORD,Escape,2002,Jeep,Yes,Petrol,1.6,385500 km,4,Automatic,4x4,4-May,Left wheel,White,0.0
45769933.0,314.0,781,SUBARU,Forester,2021,Jeep,Yes,Petrol,2.5,606000 km,4,Automatic,4x4,4-May,Left wheel,Black,0.0
45773849.0,1646.0,1399,MERCEDES-BENZ,E 350,2018,Sedan,Yes,Petrol,3.5,615800 km,6,Automatic,4x4,4-May,Left wheel,White,12.0
45646849.0,1882.0,1211,BMW,X5,2021,Jeep,Yes,Diesel,3,587400 km,6,Automatic,4x4,4-May,Left wheel,Black,0.0
45782062.0,11917.0,-,VOLKSWAGEN,T5,2012,Minivan,No,Diesel,2.5,409242 km,5,Manual,4x4,4-May,Left wheel,Silver,0.0
45793138.0,37633.0,481,KIA,Optima,1990,Sedan,Yes,Hybrid,2,87800 km,4,Tiptronic,Front,4-May,Left wheel,White,16.0
45725020.0,18826.0,836,SSANGYONG,Actyon,2006,Jeep,Yes,Diesel,2,281400 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
44679265.0,16621.0,-,SUBARU,Forester,2004,Jeep,Yes,Petrol,2.0 Turbo,431400,4,Manual,4x4,4-May,Right-hand drive,White,4.0
45797596.0,29793.0,-,BMW,X5,1998,Jeep,Yes,Petrol,4.8,182900 km,8,Tiptronic,4x4,4-May,Left wheel,Black,12.0
45809293.0,25744.0,642,,Captiva,2000,Jeep,Yes,Diesel,2,186100 km,4,Automatic,Front,4-May,Left wheel,Black,4.0
45785234.0,24148.0,-,BMW,X5,2000,Jeep,Yes,Petrol,3,266000 km,6,Automatic,Rear,4-May,Left wheel,Black,0.0
45732379.0,23536.0,836,HYUNDAI,Santa FE,2006,Jeep,Yes,Diesel,2,318500 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45803124.0,15035.0,642,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,460000 km,4,Automatic,Front,4-May,Left wheel,Black,4.0
45804389.0,15423.0,836,HYUNDAI,Tucson,2011,,Yes,Diesel,2,295600 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45732817.0,14069.0,707,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,397900 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0
45769630.0,11917.0,-,HONDA,FIT,2012,Hatchback,No,Petrol,1.3,455600 km,4,Automatic,Front,4-May,Right-hand drive,Silver,4.0
43760990.0,26814.0,333,SUBARU,Crosstrek,1999,Hatchback,Yes,Hybrid,2,227800 km,4,Automatic,Front,4-May,Left wheel,Silver,8.0
45651588.0,10192.0,456,LEXUS,ES 350,2014,Sedan,Yes,Hybrid,2.5,487000 km,4,Automatic,Front,4-May,Left wheel,White,12.0
45809751.0,9832.0,707,CHEVROLET,Cruze,2015,Sedan,Yes,Diesel,2,588500 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45591470.0,14113.0,645,TOYOTA,Prius,2009,Hatchback,No,Petrol,1.8,404600 km,4,Automatic,Front,4-May,Left wheel,Grey,6.0
45815524.0,25089.0,753,HYUNDAI,Tucson,2006,Jeep,Yes,Petrol,2.4,317400 km,6,Automatic,Front,2-Mar,Left wheel,Black,10.0
45804673.0,32409.0,770,HYUNDAI,Tucson,1994,Jeep,Yes,Diesel,1.7,74800 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45766534.0,16621.0,1172,MERCEDES-BENZ,E 350,2007,Sedan,Yes,Diesel,3.5,383700 km,6,Automatic,4x4,4-May,Left wheel,Silver,12.0
45792848.0,3300.0,-,RENAULT,Twingo,2020,Hatchback,No,Petrol,1.2,109277 km,4,Manual,Front,2-Mar,Left wheel,Purple,4.0
45573337.0,10036.0,-,MITSUBISHI,Pajero IO,2015,Jeep,No,Petrol,1.8,508300 km,4,Automatic,4x4,4-May,Left wheel,Blue,0.0
45762505.0,706.0,900,DODGE,Avenger,2022,Sedan,Yes,Petrol,2.4,651800 km,4,Automatic,Front,4-May,Left wheel,White,12.0
45729840.0,48873.0,639,SSANGYONG,REXTON,2014,Jeep,Yes,Diesel,2,52576 km,4,Automatic,Front,4-May,Left wheel,Black,4.0
45782169.0,8781.0,-,MERCEDES-BENZ,C 180,2018,Coupe,No,,2,469200 km,4,Manual,Rear,2-Mar,Left wheel,Blue,0.0
45815420.0,78403.0,-,BMW,650 450 HP,2012,Sedan,Yes,Petrol,4.4 Turbo,105000 km,8,Tiptronic,Rear,4-May,Left wheel,White,12.0
45813857.0,1176.0,777,FORD,Fusion,2022,Sedan,Yes,Petrol,2.5,675100 km,4,Automatic,Front,4-May,Left wheel,White,12.0
45809142.0,18422.0,502,TOYOTA,Aqua,2009,Hatchback,Yes,Petrol,1.5,383400 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45792354.0,26657.0,-,BMW,X1 X-Drive,1996,Jeep,No,Diesel,1.8 Turbo,155200 km,4,Tiptronic,4x4,4-May,Left wheel,White,6.0
45773754.0,251.0,607,TOYOTA,Camry,2022,Jeep,Yes,Hybrid,2.5,650000 km,4,Automatic,Front,4-May,Left wheel,Black,12.0
45527999.0,15524.0,1195,FORD,Transit,2008,Microbus,No,Diesel,2.2 Turbo,459500 km,4,Manual,Front,4-May,Left wheel,Yellow,4.0
45769977.0,1646.0,1399,MERCEDES-BENZ,E 350,2022,Sedan,Yes,Petrol,3.5,681600 km,6,Automatic,4x4,4-May,Left wheel,White,12.0
45803732.0,30151.0,765,HYUNDAI,Tucson,1998,Jeep,Yes,Diesel,2,207900 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0
45806755.0,21000.0,1845,VOLKSWAGEN,Jetta,2001,Sedan,Yes,Petrol,1.8,306500 km,4,Tiptronic,Front,4-May,Right-hand drive,Black,12.0
45764455.0,5645.0,1324,TOYOTA,Highlander,2021,Sedan,Yes,Hybrid,3.3,495200 km,6,Automatic,4x4,4-May,Left wheel,Silver,12.0
45808885.0,43360.0,1055,FORD,Explorer,1986,Jeep,Yes,Petrol,3.5,22700 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45812761.0,23834.0,394,TOYOTA,Camry,2003,Sedan,No,Hybrid,2.5,361900 km,4,Automatic,Front,4-May,Left wheel,Golden,8.0
45564319.0,18817.0,-,TOYOTA,Camry,2003,Sedan,No,Petrol,2.4,369600,4,Automatic,Front,4-May,Left wheel,Silver,2.0
45792393.0,11604.0,707,KIA,Optima,2012,Sedan,Yes,Petrol,2,431200 km,4,Automatic,Front,4-May,Left wheel,Black,4.0
45794496.0,12858.0,-,TOYOTA,Aqua,2007,Hatchback,No,Hybrid,1.5,406000 km,4,Automatic,Front,4-May,Right-hand drive,White,9.0
45646874.0,392.0,781,TOYOTA,Camry,2022,Sedan,Yes,Hybrid,2.5,728300 km,4,Automatic,Front,4-May,Left wheel,Grey,12.0
45780289.0,4500.0,-,OPEL,Vectra b,2022,Sedan,No,Petrol,1.8,586300 km,4,Manual,Front,4-May,Left wheel,Grey,4.0
45792102.0,17876.0,-,MERCEDES-BENZ,E 500,2008,Sedan,Yes,LPG,5,397500 km,8,Tiptronic,Rear,4-May,Left wheel,Black,8.0
45731777.0,15367.0,1024,HYUNDAI,H1,2006,Minivan,Yes,Diesel,2.5,519575 km,4,Automatic,Front,4-May,Left wheel,Black,4.0
45815534.0,7527.0,-,MAZDA,Demio Sport,2016,Hatchback,No,Petrol,1.5,616600 km,4,Manual,Front,4-May,Right-hand drive,Blue,6.0
45727511.0,18983.0,642,SSANGYONG,Korando,2007,Jeep,Yes,Diesel,2,450303 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45813870.0,11604.0,-,MERCEDES-BENZ,ML 320 AMG,2009,Jeep,Yes,CNG,3.2,527300 km,6,Tiptronic,4x4,4-May,Left wheel,Black,8.0
,45473.0,1325,TOYOTA,Camry,2019,Sedan,Yes,Petrol,2.5,17300 km,4,Tiptronic,Front,4-May,Left wheel,Black,12.0
45802672.0,26594.0,642,HYUNDAI,Santa FE,2001,Jeep,Yes,Diesel,2,230486 km,4,Automatic,Front,4-May,Left wheel,Black,4.0
45732125.0,18503.0,-,TOYOTA,Prius,2005,Sedan,No,Petrol,1.8,461300 km,4,Automatic,Front,4-May,Left wheel,Grey,12.0
45803708.0,27435.0,640,HYUNDAI,Tucson,1999,Jeep,Yes,Diesel,2,145800 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0
45783501.0,2500.0,-,MERCEDES-BENZ,Sprinter,2020,Microbus,No,Diesel,2.2 Turbo,608900 km,5,Manual,Rear,4-May,Left wheel,White,7.0
45524856.0,6586.0,1077,TOYOTA,CHR,2014,Coupe,Yes,Petrol,2,642600 km,4,Automatic,Front,4-May,Left wheel,White,12.0
45602503.0,3450.0,-,VOLKSWAGEN,Golf,2020,Hatchback,No,CNG,1.6,657500 km,4,Manual,Front,4-May,Left wheel,Silver,2.0
45763597.0,31.0,1113,MAZDA,CX-9,2022,Sedan,Yes,Petrol,3.7,618500 km,6,Automatic,Front,4-May,Left wheel,Black,12.0
45814737.0,7527.0,-,MITSUBISHI,Colt,2013,Sedan,No,Petrol,1.3,552700 km,4,Automatic,Front,4-May,Right-hand drive,Silver,4.0
45787679.0,7840.0,-,FORD,Transit,1996,Microbus,No,Diesel,2.5,0 km,4,Manual,Rear,4-May,Left wheel,White,0.0
45803509.0,11604.0,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,589900 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45802301.0,16621.0,584,,Juke,2008,Sedan,No,Petrol,1.8,268400 km,4,Automatic,Front,4-May,Left wheel,Blue,12.0
45769567.0,6586.0,1190,TOYOTA,Tacoma,2014,Sedan,Yes,Petrol,4,0 km,6,Automatic,Rear,4-May,Left wheel,Silver,12.0
45772867.0,5802.0,1053,FORD,Explorer,2015,Jeep,Yes,Petrol,3.5,521400 km,6,Automatic,Front,4-May,Left wheel,Black,12.0
40784381.0,25089.0,880,NISSAN,Kicks,2004,Jeep,No,Petrol,1.6,268500 km,4,Automatic,Front,4-May,Left wheel,Grey,0.0
45814992.0,251.0,345,TOYOTA,Prius,2022,Hatchback,Yes,Hybrid,1.5,730500 km,4,Automatic,Front,4-May,Left wheel,Black,12.0
45730001.0,30596.0,924,SSANGYONG,REXTON,1997,Jeep,Yes,Diesel,2.7,269400 km,4,Automatic,Front,4-May,Left wheel,Black,4.0
45733295.0,10663.0,765,HYUNDAI,Sonata,2011,Sedan,Yes,LPG,2,152023 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45749269.0,30.0,-,HONDA,FIT,2006,Hatchback,No,Petrol,1.5,0 km,4,Automatic,Front,4-May,Right-hand drive,Silver,4.0
44923742.0,24148.0,831,KIA,Sportage,2000,Jeep,No,Petrol,2.4,104960 km,4,Tiptronic,4x4,4-May,Left wheel,Black,12.0
45797024.0,31581.0,777,HYUNDAI,H1,1992,Minivan,Yes,Diesel,2.5,209200 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0
39856789.0,144261.0,-,BMW,M4 Competition,2017,Coupe,Yes,Petrol,3.0 Turbo,17000 km,6,Tiptronic,Rear,2-Mar,Left wheel,Orange,12.0
45804961.0,51523.0,930,HYUNDAI,Tucson,2018,Jeep,Yes,Diesel,1.7,22100 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45809528.0,30251.0,765,CHEVROLET,Captiva,1997,Jeep,Yes,Diesel,2,180600 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0
45777630.0,18189.0,-,FORD,C-MAX,2005,Minivan,No,Plug-in Hybrid,2,431233 km,4,Automatic,Front,4-May,Left wheel,White,0.0
45773578.0,23521.0,584,MERCEDES-BENZ,C 250,2000,Sedan,Yes,Petrol,1.8,193300 km,4,Automatic,,4-May,Left wheel,Grey,0.0
45767455.0,627.0,1750,TOYOTA,Highlander,2022,Sedan,Yes,Hybrid,3.3,557900 km,6,Automatic,4x4,4-May,Left wheel,Grey,12.0
45758453.0,6272.0,-,VAZ,2106,2018,Sedan,No,CNG,1.7,537200 km,4,Manual,Rear,4-May,Left wheel,White,0.0
45769547.0,27284.0,834,TOYOTA,Tacoma,1998,Jeep,Yes,Petrol,2.7,361500 km,4,Automatic,Rear,4-May,Left wheel,White,12.0
45793487.0,9252.0,1090,CHEVROLET,Captiva,2013,Jeep,Yes,Diesel,2,544800 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45788589.0,31361.0,-,FORD,Mustang,1998,Coupe,Yes,Petrol,3.7,176500 km,6,Tiptronic,Rear,2-Mar,Left wheel,Silver,6.0
45814389.0,16308.0,645,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.8,0 km,4,Tiptronic,Front,4-May,Left wheel,Grey,12.0
45732934.0,16308.0,891,HYUNDAI,Sonata,2007,Sedan,Yes,LPG,2,360700 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45769418.0,549.0,810,HYUNDAI,Elantra,2022,Sedan,Yes,Petrol,1.8,643472 km,4,Automatic,Front,4-May,Left wheel,Black,12.0
45789060.0,19130.0,-,JEEP,Grand Cherokee,2006,Jeep,Yes,LPG,4.7,417200 km,8,Automatic,4x4,4-May,Left wheel,Black,12.0
45805664.0,13485.0,-,NISSAN,X-Trail,2009,Jeep,Yes,Petrol,2,425900,4,Automatic,4x4,4-May,Right-hand drive,Black,1.0
45773890.0,24458.0,583,MINI,Countryman,2003,Jeep,Yes,Petrol,1.6,314800 km,4,Tiptronic,Front,4-May,Left wheel,Green,8.0
45526115.0,9722.0,-,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,2.5,469700 km,5,Automatic,Front,4-May,Left wheel,Black,10.0
45802865.0,48697.0,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,155797 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45730232.0,37984.0,831,SSANGYONG,Actyon,1991,Jeep,Yes,Diesel,1.6,124000 km,4,Automatic,Front,4-May,Left wheel,Blue,4.0
45771232.0,314.0,1172,MERCEDES-BENZ,E 350,2022,Sedan,Yes,Diesel,3.5,676700 km,6,Automatic,Rear,4-May,Left wheel,Silver,12.0
45760083.0,11447.0,308,LEXUS,CT 200h,2007,Hatchback,Yes,Hybrid,1.8,391736 km,4,Automatic,Front,4-May,Left wheel,Red,0.0
45701469.0,10349.0,1620,FORD,Transit,2013,Microbus,No,Diesel,2.2,554700 km,4,Manual,Front,4-May,Left wheel,White,2.0
43943059.0,15367.0,-,VOLKSWAGEN,Golf TDI,2006,Hatchback,No,Diesel,2.0 Turbo,576600 km,4,Manual,Front,2-Mar,Left wheel,White,10.0
45813593.0,8500.0,-,MERCEDES-BENZ,E 240,2001,Sedan,Yes,Petrol,2.4,0 km,6,Tiptronic,Rear,4-May,Right-hand drive,Golden,6.0
45808791.0,6899.0,-,AUDI,A4,2015,Sedan,Yes,Petrol,1.8 Turbo,619300 km,4,Tiptronic,4x4,4-May,Left wheel,Black,
45731498.0,16778.0,862,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,331400 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45297618.0,27598.0,891,HYUNDAI,Elantra,1999,Sedan,No,Petrol,2,291600 km,4,Automatic,Front,4-May,Left wheel,White,8.0
,17876.0,333,FORD,C-MAX,2014,Sedan,Yes,Plug-in Hybrid,2,163000 km,4,Tiptronic,Front,4-May,Left wheel,Black,12.0
45773340.0,5959.0,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,0 km,4,Automatic,Front,4-May,Left wheel,Black,12.0
45728756.0,32035.0,707,SSANGYONG,REXTON,1994,Jeep,Yes,Diesel,2,101800 km,4,Automatic,Front,4-May,Left wheel,Black,4.0
45807361.0,42965.0,1356,MERCEDES-BENZ,GL 450,1992,Jeep,Yes,Petrol,4.6,0 km,8,Automatic,4x4,4-May,Left wheel,Silver,12.0
45645649.0,314.0,1646,LEXUS,GX 460,2022,Jeep,Yes,Petrol,4.6,654700 km,8,Automatic,4x4,4-May,Left wheel,Black,0.0
45763676.0,470.0,800,MAZDA,CX-7,2022,Jeep,Yes,Petrol,2.3,626600 km,4,Automatic,4x4,4-May,Left wheel,Black,12.0
45368138.0,114468.0,1104,BMW,X6,2015,Jeep,Yes,Petrol,3,97600 km,6,Tiptronic,4x4,4-May,Left wheel,Black,10.0
45813502.0,941.0,1885,BMW,X5,2022,Jeep,Yes,Petrol,4.8,579200 km,8,Automatic,4x4,4-May,Left wheel,Grey,
45730842.0,44134.0,730,SSANGYONG,Actyon,1988,Jeep,Yes,Diesel,1.6,0 km,4,Automatic,Front,4-May,Left wheel,Blue,4.0
45802194.0,35736.0,777,HYUNDAI,H1,1996,Minivan,Yes,Diesel,2.5,39200 km,4,Automatic,Front,4-May,Left wheel,Yellow,4.0
45793626.0,6586.0,1282,CHEVROLET,Captiva,2019,Jeep,Yes,Diesel,2,632188 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45794285.0,14113.0,639,FORD,Focus,2014,Hatchback,No,Petrol,2,348700 km,4,Manual,Front,4-May,Left wheel,White,8.0
44879405.0,18817.0,-,HYUNDAI,Elantra,2007,Sedan,No,Petrol,1.8,444200 km,6,Tiptronic,Front,4-May,Left wheel,Carnelian red,6.0
42320481.0,9408.0,-,MITSUBISHI,Pajero Mini,2016,Jeep,No,Petrol,0.7 Turbo,529400 km,4,Automatic,4x4,4-May,Right-hand drive,White,10.0
45624986.0,7056.0,915,BMW,X5,2014,Jeep,Yes,Diesel,3,443889 km,6,Automatic,4x4,4-May,Left wheel,Blue,0.0
45757731.0,6743.0,397,LEXUS,CT 200h,2019,Hatchback,Yes,Hybrid,1.8,646000 km,4,Automatic,Front,4-May,Left wheel,White,0.0
45802931.0,40390.0,891,HYUNDAI,Santa FE,1992,Jeep,Yes,Diesel,2,0 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45756506.0,8154.0,-,MERCEDES-BENZ,CLK 230 .,2015,Coupe,No,Petrol,2.3,455800 km,4,Tiptronic,Rear,2-Mar,Left wheel,Blue,4.0
45804371.0,22269.0,751,JEEP,Compass,2003,Jeep,Yes,Petrol,2.4,429400 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0
44857484.0,26657.0,-,FORD,Mustang,1999,,No,Petrol,3.7,248300 km,6,Automatic,Rear,2-Mar,Left wheel,Black,12.0
45627071.0,18817.0,650,CHEVROLET,Cruze,2005,Sedan,No,Petrol,1.4 Turbo,368400 km,4,Tiptronic,Front,4-May,Left wheel,White,12.0
45769081.0,627.0,836,TOYOTA,Tacoma,2022,Sedan,Yes,Petrol,2.7,711100 km,4,Automatic,Rear,4-May,Left wheel,Black,12.0
45801415.0,14700.0,-,TOYOTA,Prius,2009,Sedan,No,Petrol,1.8,525500 km,4,Variator,Rear,4-May,Left wheel,Black,10.0
45754836.0,42337.0,917,AUDI,Q5 S-line,1987,Jeep,Yes,Petrol,3.0 Turbo,0 km,6,Tiptronic,4x4,4-May,Left wheel,Black,12.0
45804828.0,32578.0,639,HYUNDAI,Tucson,1997,Jeep,Yes,Diesel,2,277800 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45797710.0,19914.0,1347,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,87250 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
45761454.0,18817.0,781,TOYOTA,Camry,2005,Sedan,No,Petrol,2.5,398300 km,4,Tiptronic,Front,4-May,Left wheel,Grey,12.0
37082532.0,100.0,-,BMW,330,2022,Cabriolet,Yes,Petrol,3,740245 km,6,Tiptronic,4x4,2-Mar,Left wheel,Black,12.0
45796949.0,9408.0,-,MERCEDES-BENZ,CLK 270,2010,Coupe,Yes,Diesel,2.7 Turbo,562300 km,5,Tiptronic,Rear,2-Mar,Left wheel,Blue,0.0
45812673.0,7213.0,880,CHEVROLET,Cruze,2019,Sedan,Yes,Diesel,1.6,660000 km,4,Automatic,Front,4-May,Left wheel,Grey,12.0
45730437.0,32045.0,640,SSANGYONG,REXTON,1994,Jeep,Yes,Diesel,2,255900 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0
45617727.0,706.0,1624,MERCEDES-BENZ,E 350,2022,Sedan,Yes,Diesel,3.5,705300 km,6,Automatic,4x4,4-May,Left wheel,Black,12.0
45816465.0,7213.0,-,CHEVROLET,Lacetti,2020,Sedan,No,Petrol,1.6,684000 km,4,Manual,Front,4-May,Left wheel,Silver,2.0
45801729.0,18240.0,583,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,378877 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0
45607939.0,2117.0,730,NISSAN,Juke,2020,Jeep,Yes,Petrol,1.6,805200 km,4,Automatic,4x4,4-May,Left wheel,Black,0.0
45809404.0,2430.0,919,MERCEDES-BENZ,ML 350,2022,Jeep,Yes,Diesel,3,70598 km,6,Automatic,4x4,4-May,Left wheel,Blue,12.0
45789948.0,79971.0,1178,KIA,Sorento,2018,Jeep,Yes,Diesel,2.2,47047 km,4,Automatic,Front,4-May,Left wheel,White,4.0
45764906.0,81539.0,1935,LEXUS,GX 460,2016,Jeep,Yes,Petrol,4.6,155976 km,8,Automatic,4x4,4-May,Left wheel,White,0.0
45727410.0,19579.0,707,SSANGYONG,Korando,2005,Jeep,Yes,Diesel,2,372300 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0
